,Symbol,Security Name
3455,NHTC,natural health trends
3456,NICE,nice
3457,NICK,nicholas financial
3458,NISN,"nisun intl enterprise development group co,"
3459,NIU,niu technologies
3460,NKLA,nikola
3461,NKSH,national bankshares
3462,NKTR,nektar therapeutics
3463,NKTX,nkarta
3464,NLIT,northern lights acquisition
3465,NLITU,northern lights acquisition
3466,NLITW,northern lights acquisition
3467,NLOK,nortonlifelock
3468,NLSP,nls pharmaceutics
3469,NLSPW,nls pharmaceutics
3470,NLTX,neoleukin therapeutics
3471,NMFC,new mountain finance
3472,NMIH,nmi holdings
3473,NMMC,north mountain merger
3474,NMMCU,north mountain merger
3475,NMMCW,north mountain merger
3476,NMRD,nemaura medical
3477,NMRK,newmark group
3478,NMTC,neuroone medical technologies
3479,NMTR,9 meters biopharma
3480,NN,nextnav
3481,NNAVW,nextnav
3482,NNBR,nn
3483,NNDM,nano dimension
3484,NNOX,nano-x imaging
3485,NOAC,natural order acquisition
3486,NOACU,natural order acquisition
3487,NOACW,natural order acquisition
3488,NODK,ni holdings
3489,NOTV,inotiv
3490,NOVN,novan
3491,NOVT,novanta
3492,NOVV,nova vision acquisition
3493,NOVVR,nova vision acquisition
3494,NOVVU,nova vision acquisition
3495,NOVVW,nova vision acquisition
3496,NPAB,new providence acquisition
3497,NPABU,new providence acquisition
3498,NPABW,new providence acquisition
3499,NPCE,neuropace
3500,NRAC,noble rock acquisition
3501,NRACU,noble rock acquisition
3502,NRACW,noble rock acquisition
3503,NRBO,neurobo pharmaceuticals
3504,NRC,national research
3505,NRDS,nerdwallet
3506,NRIM,northrim bancorp
3507,NRIX,nurix therapeutics
3508,NRSN,neurosense therapeutics
3509,NRSNW,neurosense therapeutics
3510,NRXP,nrx pharmaceuticals
3511,NRXPW,nrx pharmaceuticals
3512,NSEC,national security group
3513,NSIT,insight enterprises
3514,NSPR,inspiremd
3515,NSPRZ,inspiremd
3516,NSSC,napco security technologies
3517,NSTG,nanostring technologies
3518,NSTS,nsts bancorp
3519,NSYS,nortech systems
3520,NTAP,netapp
3521,NTCT,netscout systems
3522,NTES,netease
3523,NTGR,netgear
3524,NTIC,northern technologies international
3525,NTLA,intellia therapeutics
3526,NTNX,nutanix
3527,NTRA,natera
3528,NTRB,nutriband
3529,NTRBW,nutriband
3530,NTRS,northern trust
3531,NTRSO,northern trust
3532,NTUS,natus medical
3533,NTWK,netsol technologies
3534,NUAN,nuance communications
3535,NURO,neurometrix
3536,NUVA,nuvasive
3537,NUVL,nuvalent
3538,NUWE,nuwellis
3539,NUZE,nuzee
3540,NVACU,northview acquisition
3541,NVAX,novavax
3542,NVCN,neovasc
3543,NVCR,novocure limited
3544,NVDA,nvidia
3545,NVEC,nve
3546,NVEE,nv5 global
3547,NVEI,nuvei
3548,NVFY,nova lifestyle
3549,NVIV,invivo therapeutics holdings
3550,NVMI,nova
3551,NVNO,envveno medical
3552,NVNOW,envveno medical
3553,NVOS,novo integrated sciences
3554,NVSA,new vista acquisition
3555,NVSAU,new vista acquisition
3556,NVSAW,new vista acquisition
3557,NVTS,navitas semiconductor
3558,NVTSW,navitas semiconductor
3559,NVVE,nuvve holding
3560,NVVEW,nuvve holding
3561,NWBI,northwest bancshares
3562,NWE,northwestern
3563,NWFL,norwood financial
3564,NWL,newell brands
3565,NWLI,national western life group
3566,NWPX,northwest pipe company
3567,NWS,news
3568,NWSA,news
3569,NXGL,nexgel
3570,NXGLW,nexgel
3571,NXGN,nextgen healthcare
3572,NXPI,nxp semiconductors n.v.
3573,NXPL,nextplat
3574,NXPLW,nextplat
3575,NXST,nexstar media group
3576,NXTC,nextcure
3577,NXTD,nxt-id
3578,NXTG,first trust indxx nextg etf
3579,NXTP,nextplay technologies
3580,NYMT,new york mortgage trust
3581,NYMTL,new york mortgage trust
3582,NYMTM,new york mortgage trust
3583,NYMTN,new york mortgage trust
3584,NYMTZ,new york mortgage trust
3585,NYMX,nymox pharmaceutical
3586,NYXH,nyxoah sa
3587,NZRO,strategy shares halt climate change etf
3588,OAS,oasis petroleum
3589,OB,outbrain
3590,OBAS,optibase
3591,OBCI,ocean bio-chem
3592,OBLG,oblong
3593,OBNK,origin bancorp
3594,OBSV,obseva sa
3595,OBT,orange county bancorp
3596,OCAX,oca acquisition
3597,OCAXU,oca acquisition
3598,OCAXW,oca acquisition
3599,OCC,optical cable
3600,OCCI,ofs credit company
3601,OCCIN,ofs credit company
3602,OCCIO,ofs credit company
3603,OCDX,ortho clinical diagnostics holdings plc
3604,OCFC,oceanfirst financial
3605,OCFCP,oceanfirst financial
3606,OCG,oriental culture holding
3607,OCGN,ocugen
3608,OCSL,oaktree specialty lending
3609,OCUL,ocular therapeutix
3610,OCUP,ocuphire pharma
3611,OCX,oncocyte
3612,ODFL,old dominion freight line
3613,ODP,the odp
3614,OEG,orbital energy group
3615,OEPW,one equity partners open water i
3616,OEPWU,one equity partners open water i
3617,OEPWW,one equity partners open water i
3618,OESX,orion energy systems
3619,OFED,oconee federal financial
3620,OFIX,orthofix medical
3621,OFLX,omega flex
3622,OFS,ofs capital
3623,OFSSH,ofs capital
3624,OGI,organigram holdings
3625,OHAA,opy acquisition
3626,OHAAU,opy acquisition
3627,OHAAW,opy acquisition
3628,OHPA,orion acquisition
3629,OHPAU,orion acquisition
3630,OHPAW,orion acquisition
3631,OIIM,o2micro international limited
3632,OKTA,okta
3633,OLB,the olb group
3634,OLED,universal display
3635,OLITU,omnilit acquisition
3636,OLK,olink holding ab (publ)
3637,OLLI,ollie's bargain outlet holdings
3638,OLMA,olema pharmaceuticals
3639,OLPX,olaplex holdings
3640,OM,outset medical
3641,OMAB,grupo aeroportuario del centro norte s.a.b. de c.v.
3642,OMCL,omnicell
3643,OMEG,omega alpha spac
3644,OMER,omeros
3645,OMEX,odyssey marine exploration
3646,OMGA,omega therapeutics
3647,OMIC,singular genomics systems
3648,OMP,"oasis midstream partners lp, representing limited partner interests"
3649,OMQS,omniq
3650,ON,on semiconductor
3651,ONB,old national bancorp
3652,ONCR,oncorus
3653,ONCS,oncosec medical
3654,ONCT,oncternal therapeutics
3655,ONCY,oncolytics biotech
3656,ONDS,ondas holdings
3657,ONEM,1life healthcare
3658,ONEQ,fidelity nasdaq composite index etf
3659,ONEW,onewater marine
3660,ONTX,onconova therapeutics
3661,ONVO,organovo holdings
3662,ONYX,onyx acquisition co. 
3663,ONYXU,onyx acquisition co. 
3664,ONYXW,onyx acquisition co. 
3665,OP,oceanpal
3666,OPBK,op bancorp
3667,OPCH,option care health
3668,OPEN,opendoor technologies
3669,OPGN,opgen
3670,OPHC,optimumbank holdings
3671,OPI,office properties
3672,OPINL,office properties
3673,OPK,opko health
3674,OPNT,opiant pharmaceuticals
3675,OPOF,old point financial
3676,OPRA,opera limited
3677,OPRT,oportun financial
3678,OPRX,optimizerx
3679,OPT,opthea limited
3680,OPTN,optinose
3681,ORGN,origin materials
3682,ORGNW,origin materials
3683,ORGO,organogenesis holdings
3684,ORGS,orgenesis
3685,ORIA,orion biotech opportunities
3686,ORIAU,orion biotech opportunities
3687,ORIAW,orion biotech opportunities
3688,ORIC,oric pharmaceuticals
3689,ORLY,o'reilly automotive
3690,ORMP,oramed pharmaceuticals
3691,ORPH,orphazyme a/s
3692,ORRF,orrstown financial services
3693,ORTX,orchard therapeutics plc
3694,OSBC,old second bancorp
3695,OSIS,osi systems
3696,OSPN,onespan
3697,OSS,one stop systems
3698,OSTK,overstock.com
3699,OSTR,oyster enterprises acquisition
3700,OSTRU,oyster enterprises acquisition
3701,OSTRW,oyster enterprises acquisition
3702,OSUR,orasure technologies
3703,OSW,onespaworld holdings limited
3704,OTEC,oceantech acquisitions i
3705,OTECU,oceantech acquisitions i
3706,OTECW,oceantech acquisitions i
3707,OTEX,open text
3708,OTIC,otonomy
3709,OTLK,outlook therapeutics
3710,OTLKW,outlook therapeutics
3711,OTLY,oatly group ab
3712,OTMO,otonomo technologies
3713,OTMOW,otonomo technologies
3714,OTRA,otr acquisition
3715,OTRAU,otr acquisition
3716,OTRAW,otr acquisition
3717,OTRK,ontrak
3718,OTRKP,ontrak
3719,OTTR,otter tail
3720,OVBC,ohio valley banc
3721,OVID,ovid therapeutics
3722,OVLY,oak valley bancorp (ca)
3723,OXAC,oxbridge acquisition
3724,OXACU,oxbridge acquisition
3725,OXACW,oxbridge acquisition
3726,OXBR,oxbridge re holdings limited
3727,OXBRW,oxbridge re holdings limited
3728,OXLC,oxford lane capital
3729,OXLCL,oxford lane capital
3730,OXLCM,oxford lane capital
3731,OXLCO,oxford lane capital
3732,OXLCP,oxford lane capital
3733,OXLCZ,oxford lane capital
3734,OXSQ,oxford square capital
3735,OXSQG,oxford square capital
3736,OXSQL,oxford square capital
3737,OXSQZ,oxford square capital
3738,OXUS,oxus acquisition
3739,OXUSU,oxus acquisition
3740,OXUSW,oxus acquisition
3741,OYST,oyster point pharma
3742,OZK,bank ozk
3743,OZKAP,bank ozk.625% series a non-cumulative perpetual preferred stock
3744,OZON,"ozon holdings plc, each ads representing one ordinary share"
3745,PAA,"plains all american pipeline, l.p."
3746,PAAS,pan american silver
3747,PACB,pacific biosciences of california
3748,PACW,pacwest bancorp
3749,PACX,pioneer merger
3750,PACXU,pioneer merger
3751,PACXW,pioneer merger
3752,PAE,pae
3753,PAEWW,pae
3754,PAFO,pacifico acquisition
3755,PAFOR,pacifico acquisition
3756,PAFOU,pacifico acquisition
3757,PAGP,"plains gp holdings, l.p."
3758,PAHC,phibro animal health
3759,PALI,palisade bio
3760,PALT,paltalk
3761,PANA,panacea acquisition
3762,PANL,pangaea logistics solutions
3763,PANW,palo alto networks
3764,PAQC,provident acquisition
3765,PAQCU,provident acquisition
3766,PAQCW,provident acquisition
3767,PASG,passage bio
3768,PATI,patriot transportation holding
3769,PATK,patrick industries
3770,PAVM,pavmed
3771,PAVMW,pavmed
3772,PAVMZ,pavmed
3773,PAX,patria investments limited
3774,PAYA,paya holdings
3775,PAYO,payoneer global
3776,PAYOW,payoneer global
3777,PAYS,paysign
3778,PAYX,paychex
3779,PBAX,phoenix biotech acquisition
3780,PBAXU,phoenix biotech acquisition
3781,PBAXW,phoenix biotech acquisition
3782,PBBK,pb bankshares
3783,PBCT,people's united financial
3784,PBCTP,people's united financial
3785,PBFS,pioneer bancorp
3786,PBHC,pathfinder bancorp
3787,PBIP,prudential bancorp
3788,PBLA,panbela therapeutics
3789,PBPB,potbelly
3790,PBTS,"powerbridge technologies co.,"
3791,PBYI,puma biotechnology
3792,PCAR,paccar
3793,PCB,pcb bancorp
3794,PCCT,perception capital
3795,PCCTU,perception capital
3796,PCCTW,perception capital
3797,PCH,potlatchdeltic
3798,PCOM,points.com
3799,PCRX,pacira biosciences
3800,PCSA,processa pharmaceuticals
3801,PCSB,pcsb financial
3802,PCT,purecycle technologies
3803,PCTI,pctel
3804,PCTTU,purecycle technologies
3805,PCTTW,purecycle technologies
3806,PCTY,paylocity holding
3807,PCVX,vaxcyte
3808,PCX,parsec capital acquisitions
3809,PCXCU,parsec capital acquisitions
3810,PCXCW,parsec capital acquisitions
3811,PCYG,park city group
3812,PCYO,pure cycle
3813,PDBC,invesco optimum yield diversified commodity strategy no k-1 etf
3814,PDCE,pdc energy
3815,PDCO,patterson companies
3816,PDD,pinduoduo
3817,PDEX,pro-dex
3818,PDFS,pdf solutions
3819,PDLB,pdl community bancorp
3820,PDP,invesco dwa momentum etf
3821,PDSB,pds biotechnology
3822,PEAR,pear therapeutics
3823,PEARW,pear therapeutics
3824,PEBK,peoples bancorp of north carolina
3825,PEBO,peoples bancorp
3826,PECO,phillips edison & company
3827,PEGA,pegasystems
3828,PEGR,project energy reimagined acquisition
3829,PEGRU,project energy reimagined acquisition
3830,PEGRW,project energy reimagined acquisition
3831,PENN,penn national gaming
3832,PEP,pepsico
3833,PEPL,pepperlime health acquisition
3834,PEPLU,pepperlime health acquisition
3835,PEPLW,pepperlime health acquisition
3836,PERI,perion network
3837,PESI,perma-fix environmental services
3838,PETQ,petiq
3839,PETS,petmed express
3840,PETV,petvivo holdings
3841,PETVW,petvivo holdings
3842,PETZ,tdh holdings
3843,PEY,invesco high yield equity dividend achievers etf
3844,PEZ,invesco dwa consumer cyclicals momentum etf
3845,PFBC,preferred bank
3846,PFC,premier financial
3847,PFDR,pathfinder acquisition
3848,PFDRU,pathfinder acquisition
3849,PFDRW,pathfinder acquisition
3850,PFF,ishares preferred and
3851,PFG,principal financial group
3852,PFHD,professional holding
3853,PFI,invesco dwa financial momentum etf
3854,PFIE,profire energy
3855,PFIN,p & f industries
3856,PFIS,peoples financial services
3857,PFLT,pennantpark floating rate capital
3858,PFM,invesco dividend achievers etf
3859,PFMT,performant financial
3860,PFSW,pfsweb
3861,PFTA,portage fintech acquisition
3862,PFTAU,portage fintech acquisition
3863,PFTAW,portage fintech acquisition
3864,PFX,phenixfin
3865,PFXNL,phenixfin
3866,PFXNZ,phenixfin
3867,PGC,peapack-gladstone financial
3868,PGEN,precigen
3869,PGJ,invesco golden dragon china etf
3870,PGNY,progyny
3871,PGRW,progress acquisition
3872,PGRWU,progress acquisition
3873,PGRWW,progress acquisition
3874,PHAR,"pharming group n.v., each representing 10 ordinary shares"
3875,PHAS,phasebio pharmaceuticals
3876,PHAT,phathom pharmaceuticals
3877,PHCF,"puhui wealth investment management co.,"
3878,PHIC,population health investment co.
3879,PHICU,population health investment co.
3880,PHICW,population health investment co.
3881,PHIO,phio pharmaceuticals
3882,PHO,invesco water resources etf
3883,PHUN,phunware
3884,PHUNW,phunware
3885,PHVS,pharvaris n.v.
3886,PI,impinj
3887,PID,invesco international dividend achievers etf
3888,PIE,invesco dwa emerging markets momentum etf
3889,PIII,p3 health partners
3890,PIIIW,p3 health partners
3891,PIK,kidpik
3892,PINC,premier
3893,PIO,invesco global water etf
3894,PIRS,pieris pharmaceuticals
3895,PIXY,shiftpixy
3896,PIZ,invesco dwa developed markets momentum etf
3897,PKBK,parke bancorp
3898,PKOH,park-ohio holdings
3899,PKW,invesco buyback achievers etf
3900,PLAB,photronics
3901,PLAY,dave & buster's entertainment
3902,PLBC,plumas bancorp
3903,PLBY,plby group
3904,PLCE,children's place
3905,PLIN,"china xiangtai food co.,"
3906,PLL,piedmont lithium
3907,PLMI,plum acquisition
3908,PLMIU,plum acquisition
3909,PLMIW,plum acquisition
3910,PLMR,palomar holdings
3911,PLPC,preformed line products company
3912,PLRX,pliant therapeutics
3913,PLSE,pulse biosciences
3914,PLTK,playtika holding
3915,PLUG,plug power
3916,PLUS,eplus
3917,PLW,invesco 1-30 laddered treasury etf
3918,PLXP,plx pharma
3919,PLXS,plexus
3920,PLYA,playa hotels & resorts n.v.
3921,PMCB,pharmacyte  biotech
3922,PMD,psychemedics
3923,PME,pingtan marine enterprise
3924,PMGM,priveterra acquisition
3925,PMGMU,priveterra acquisition
3926,PMGMW,priveterra acquisition
3927,PMTS,cpi card group
3928,PMVP,pmv pharmaceuticals
3929,PNBK,patriot national bancorp
3930,PNFP,pinnacle financial partners
3931,PNFPP,pinnacle financial partners
3932,PNNT,pennantpark investment
3933,PNQI,invesco nasdaq internet etf
3934,PNRG,primeenergy resources
3935,PNT,point biopharma global
3936,PNTG,the pennant group
3937,POAI,predictive oncology
3938,PODD,insulet
3939,POLA,polar power
3940,PONO,pono capital
3941,PONOU,pono capital
3942,PONOW,pono capital
3943,POOL,pool
3944,POSH,poshmark
3945,POTX,global x cannabis etf
3946,POW,powered brands
3947,POWI,power integrations
3948,POWL,powell industries
3949,POWRU,powered brands
3950,POWRW,powered brands
3951,POWW,ammo
3952,POWWP,ammo
3953,PPBI,pacific premier bancorp
3954,PPBT,purple biotech
3955,PPC,pilgrim's pride
3956,PPGH,poema global holdings
3957,PPGHU,poema global holdings
3958,PPGHW,poema global holdings
3959,PPH,vaneck pharmaceutical etf
3960,PPHP,php ventures acquisition
3961,PPHPR,php ventures acquisition
3962,PPHPU,php ventures acquisition
3963,PPHPW,php ventures acquisition
3964,PPIH,perma-pipe international holdings
3965,PPSI,pioneer power solutions
3966,PPTA,perpetua resources
3967,PPYAU,papaya growth opportunity
3968,PRAA,pra group
3969,PRAX,praxis precision medicines
3970,PRCH,porch group
3971,PRCT,procept biorobotics
3972,PRDO,perdoceo education
3973,PRDS,pardes biosciences
3974,PRFT,perficient
3975,PRFX,painreform
3976,PRFZ,invesco ftse rafi us 1500 small-mid etf
3977,PRGS,progress software
3978,PRIM,primoris services
3979,PRLD,prelude therapeutics
3980,PRLHU,pearl holdings acquisition
3981,PRN,invesco dwa industrials momentum etf
3982,PROC,"procaps group, s.a."
3983,PROCW,"procaps group, s.a."
3984,PROF,profound medical
3985,PROG,progenity
3986,PROV,provident financial holdings
3987,PRPH,prophase labs
3988,PRPL,purple innovation
3989,PRPO,precipio
3990,PRQR,proqr therapeutics n.v.
3991,PRSO,peraso
3992,PRSR,prospector capital
3993,PRSRU,prospector capital
3994,PRSRW,prospector capital
3995,PRTA,prothena
3996,PRTC,puretech health plc
3997,PRTG,portage biotech
3998,PRTH,priority technology holdings
3999,PRTK,paratek pharmaceuticals
4000,PRTS,carparts.com
4001,PRVA,privia health group
4002,PRVB,provention bio
4003,PSAG,property solutions acquisition
4004,PSAGU,property solutions acquisition
4005,PSAGW,property solutions acquisition
4006,PSC,principal u.s. small-cap multi-factor etf
4007,PSCC,invesco s&p smallcap consumer staples etf
4008,PSCD,invesco s&p smallcap consumer discretionary etf
4009,PSCE,invesco s&p smallcap energy etf
4010,PSCF,invesco s&p smallcap financials etf
4011,PSCH,invesco s&p smallcap health care etf
4012,PSCI,invesco s&p smallcap industrials etf
4013,PSCM,invesco s&p smallcap materials etf
4014,PSCT,invesco s&p smallcap information technology etf
4015,PSCU,invesco s&p smallcap utilities & communication services etf
4016,PSEC,prospect capital
4017,PSET,principal quality etf
4018,PSHG,performance shipping
4019,PSL,invesco dwa consumer staples momentum etf
4020,PSMT,pricesmart
4021,PSNL,personalis
4022,PSTI,pluristem therapeutics
4023,PSTV,plus therapeutics
4024,PSTX,poseida therapeutics
4025,PT,pintec technology holdings limited
4026,PTC,ptc
4027,PTCT,ptc therapeutics
4028,PTE,polarityte
4029,PTEN,patterson-uti energy
4030,PTF,invesco dwa technology momentum etf
4031,PTGX,protagonist therapeutics
4032,PTH,invesco dwa healthcare momentum etf
4033,PTIC,proptech investment
4034,PTICU,proptech investment
4035,PTICW,proptech investment
4036,PTIX,protagenic therapeutics
4037,PTIXW,protagenic therapeutics
4038,PTLO,portillo's
4039,PTMN,portman ridge finance
4040,PTNR,partner communications company
4041,PTOC,pine technology acquisition
4042,PTOCU,pine technology acquisition
4043,PTOCW,pine technology acquisition
4044,PTON,peloton interactive
4045,PTPI,petros pharmaceuticals
4046,PTRA,proterra
4047,PTRS,partners bancorp
4048,PTSI,p.a.m. transportation services
4049,PTVE,pactiv evergreen
4050,PUBM,pubmatic
4051,PUCK,goal acquisitions
4052,PUCKU,goal acquisitions
4053,PUCKW,goal acquisitions
4054,PUI,invesco dwa utilities momentum etf
4055,PULM,pulmatrix
4056,PUYI,puyi
4057,PVBC,provident bancorp
4058,PWFL,powerfleet
4059,PWOD,penns woods bancorp
4060,PWP,perella weinberg partners
4061,PWPPW,perella weinberg partners
4062,PXI,invesco dwa energy momentum etf
4063,PXLW,pixelworks
4064,PXS,pyxis tankers
4065,PXSAP,pyxis tankers
4066,PXSAW,pyxis tankers
4067,PY,principal value etf
4068,PYCR,paycor hcm
4069,PYPD,polypid
4070,PYPL,paypal holdings
4071,PYR,pyrogenesis canada
4072,PYXS,pyxis oncology
4073,PYZ,invesco dwa basic materials momentum etf
4074,PZZA,papa john's international
4075,QABA,first trust nasdaq aba community bank index fund
4076,QAT,ishares msci qatar etf
4077,QCLN,first trust nasdaq clean edge green energy index fund
4078,QCLR,global x nasdaq 100 collar 95-110 etf
4079,QCOM,qualcomm
4080,QCRH,qcr holdings
4081,QDEL,quidel
4082,QFIN,360 digitech
4083,QH,quhuo limited
4084,QIPT,quipt home medical
4085,QIWI,qiwi plc
4086,QK,q&k international group limited
4087,QLGN,qualigen therapeutics
4088,QLI,qilian international holding group
4089,QLYS,qualys
4090,QMCO,quantum
4091,QNRX,"quoin pharmaceuticals,"
4092,QNST,quinstreet
4093,QQC,simplify nasdaq 100 plus convexity etf
4094,QQD,simplify nasdaq 100 plus downside convexity etf
4095,QQEW,first trust nasdaq-100 equal weighted index fund
4096,QQJG,invesco esg nasdaq next gen 100 etf
4097,QQMG,invesco esg nasdaq 100 etf
4098,QQQ,"invesco qqq trust, series 1"
4099,QQQA,proshares nasdaq-100 dorsey wright momentum etf
4100,QQQJ,invesco nasdaq next gen 100 etf
4101,QQQM,invesco nasdaq 100 etf
4102,QQQN,victoryshares nasdaq next 50 etf
4103,QQQX,nuveen nasdaq 100 dynamic overwrite fund
4104,QQXT,first trust nasdaq-100 ex-technology sector index fund
4105,QRHC,quest resource holding
4106,QRMI,global x nasdaq 100 risk managed
4107,QRTEA,qurate retail
4108,QRTEB,qurate retail
4109,QRTEP,qurate retail
4110,QRVO,qorvo
4111,QSI,quantum-si
4112,QSIAW,quantum-si
4113,QTEC,first trust nasdaq-100-technology sector index fund
4114,QTNT,quotient limited
4115,QTR,global x nasdaq 100 tail risk etf
4116,QTRX,quanterix
4117,QTT,qutoutiao
4118,QUBT,quantum computing
4119,QUIK,quicklogic
4120,QUMU,qumu
4121,QURE,uniqure n.v.
4122,QYLD,global x nasdaq-100 covered call etf
4123,QYLG,global x nasdaq 100 covered call & growth etf
4124,RACB,research alliance
4125,RADA,rada electronic industries
4126,RADI,radius global infrastructure
4127,RAIL,freightcar america
4128,RAIN,rain therapeutics
4129,RAM,aries i acquisition
4130,RAMMU,aries i acquisition
4131,RAMMW,aries i acquisition
4132,RAND,rand capital
4133,RANI,rani therapeutics holdings
4134,RAPT,rapt therapeutics
4135,RARE,ultragenyx pharmaceutical
4136,RAVE,rave restaurant group
4137,RAYS,global x solar etf
4138,RBB,rbb bancorp
4139,RBBN,ribbon communications
4140,RBCAA,republic bancorp
4141,RBCN,rubicon technology
4142,RBKB,rhinebeck bancorp
4143,RCACU,revelstone capital acquisition
4144,RCAT,red cat holdings
4145,RCEL,avita therapeutics
4146,RCHG,recharge acquisition
4147,RCHGU,recharge acquisition
4148,RCHGW,recharge acquisition
4149,RCII,rent-a-center
4150,RCKT,rocket pharmaceuticals
4151,RCKY,rocky brands
4152,RCLF,rosecliff acquisition
4153,RCLFU,rosecliff acquisition
4154,RCLFW,rosecliff acquisition
4155,RCM,r1 rcm
4156,RCMT,rcm technologies
4157,RCON,"recon technology,"
4158,RCRT,recruiter.com group
4159,RCRTW,recruiter.com group
4160,RDBX,redbox entertainment
4161,RDBXW,redbox entertainment
4162,RDCM,radcom
4163,RDFN,redfin
4164,RDHL,redhill biopharma
4165,RDI,reading international
4166,RDIB,reading international
4167,RDNT,radnet
4168,RDUS,radius health
4169,RDVT,red violet
4170,RDVY,first trust rising dividend achievers etf
4171,RDWR,radware
4172,REAL,the realreal
4173,REAX,the real brokerage
4174,REDU,rise education cayman
4175,REE,ree automotive
4176,REEAW,ree automotive
4177,REED,reeds
4178,REFI,chicago atlantic real estate finance
4179,REFR,research frontiers
4180,REG,regency centers
4181,REGI,renewable energy group
4182,REGN,regeneron pharmaceuticals
4183,REIT,alps active reit etf
4184,REKR,rekor systems
4185,RELI,reliance global group
4186,RELIW,reliance global group
4187,RELL,"richardson electronics,"
4188,RELY,remitly global
4189,RENO,renovare environmental
4190,RENT,rent the runway
4191,REPH,recro pharma
4192,REPL,replimune group
4193,RESN,resonant
4194,RETA,reata pharmaceuticals
4195,RETO,reto eco-solutions
4196,REVB,revelation biosciences
4197,REVBU,revelation biosciences
4198,REVBW,revelation biosciences
4199,REVE,alpine acquisition
4200,REVEU,alpine acquisition
4201,REVEW,alpine acquisition
4202,REVH,revolution healthcare acquisition
4203,REVHU,revolution healthcare acquisition
4204,REVHW,revolution healthcare acquisition
4205,REYN,reynolds consumer products
4206,RFDI,first trust riverfront dynamic developed international etf
4207,RFEM,first trust riverfront dynamic emerging markets etf
4208,RFEU,first trust riverfront dynamic europe etf
4209,RFIL,"rf industries,"
4210,RGC,regencell bioscience holdings limited
4211,RGCO,rgc resources
4212,RGEN,repligen
4213,RGF,the real good food company
4214,RGLD,royal gold
4215,RGLS,regulus therapeutics
4216,RGNX,regenxbio
4217,RGP,resources connection
4218,RIBT,ricebran technologies
4219,RICK,rci hospitality holdings
4220,RICO,agrico acquisition
4221,RICOU,agrico acquisition
4222,RICOW,agrico acquisition
4223,RIDE,lordstown motors
4224,RIGL,rigel pharmaceuticals
4225,RILY,b. riley financial
4226,RILYG,b. riley financial
4227,RILYK,b. riley financial
4228,RILYL,b. riley financial
4229,RILYM,b. riley financial
4230,RILYN,b. riley financial
4231,RILYO,b. riley financial
4232,RILYP,b. riley financial
4233,RILYT,b. riley financial
4234,RILYZ,b. riley financial
4235,RING,ishares msci global gold miners etf
4236,RIOT,riot blockchain
4237,RIVN,rivian automotive
4238,RKDA,arcadia biosciences
4239,RKLB,rocket lab usa
4240,RKLBW,rocket lab usa
4241,RLAY,relay therapeutics
4242,RLMD,relmada therapeutics
4243,RLYB,rallybio
4244,RMBI,richmond mutual bancorporation
4245,RMBL,rumbleon
4246,RMBS,rambus
4247,RMCF,rocky mountain chocolate factory
4248,RMGC,rmg acquisition
4249,RMGCU,rmg acquisition
4250,RMGCW,rmg acquisition
4251,RMNI,rimini street
4252,RMR,the rmr group
4253,RMTI,rockwell medical
4254,RNA,avidity biosciences
4255,RNAZ,transcode therapeutics
4256,RNDB,randolph bancorp
4257,RNDM,developed international equity select etf
4258,RNDV,us equity dividend select etf
4259,RNEM,emerging markets equity select etf
4260,RNER,mount rainier acquisition
4261,RNERU,mount rainier acquisition
4262,RNERW,mount rainier acquisition
4263,RNLC,large cap us equity select etf
4264,RNLX,renalytix ai plc
4265,RNMC,mid cap us equity select etf
4266,RNRG,global x renewable energy producers etf
4267,RNSC,small cap us equity select etf
4268,RNST,renasant
4269,RNW,renew energy global plc
4270,RNWK,realnetworks
4271,RNWWW,renew energy global plc
4272,RNXT,renovorx
4273,ROAD,construction partners
4274,ROBT,first trust nasdaq artificial intelligence and robotics etf
4275,ROC,roc energy acquisition
4276,ROCAR,roc energy acquisition
4277,ROCAU,roc energy acquisition
4278,ROCC,ranger oil
4279,ROCG,roth ch acquisition iv co.
4280,ROCGU,roth ch acquisition iv co.
4281,ROCGW,roth ch acquisition iv co.
4282,ROCK,gibraltar industries
4283,ROCL,roth ch acquisition v co.
4284,ROCLU,roth ch acquisition v co.
4285,ROCLW,roth ch acquisition v co.
4286,ROCR,roth ch acquisition iii co.
4287,ROCRU,roth ch acquisition iii co.
4288,ROCRW,roth ch acquisition iii co.
4289,ROIC,retail opportunity investments
4290,ROIV,roivant sciences
4291,ROIVW,roivant sciences
4292,ROKU,roku
4293,ROLL,rbc bearings
4294,ROLLP,rbc bearings
4295,ROOT,root
4296,ROSE,rose hill acquisition
4297,ROSEU,rose hill acquisition
4298,ROSEW,rose hill acquisition
4299,ROST,ross stores
4300,ROVR,rover group
4301,RPAY,repay holdings
4302,RPD,rapid7
4303,RPHM,reneo pharmaceuticals
4304,RPID,rapid micro biosystems
4305,RPRX,royalty pharma plc
4306,RPTX,repare therapeutics
4307,RRBI,red river bancshares
4308,RRGB,red robin gourmet burgers
4309,RRR,red rock resorts
4310,RSLS,reshape lifesciences
4311,RSSS,research solutions
4312,RSVR,reservoir media
4313,RSVRW,reservoir media
4314,RTH,vaneck retail etf
4315,RTLR,rattler midstream lp
4316,RUBY,rubius therapeutics
4317,RUN,sunrun
4318,RUSHA,rush enterprises
4319,RUSHB,rush enterprises
